G,OPS,wOBA,wRC+,고4,도루,도실,득점,루타,병살,볼넷,사구,삼진,안타,연도,연봉_만원,장타,출루,타석,타수,타율,타점,홈런,희비,희타
14,0.433,0.206,-0.1,0,0,0,0,4,0,1,0,4,3,16,2800,1,0.211,19,18,0.167,3,0,0,0
22,0.333,0.159,-20.5,0,0,0,6,3,0,0,0,5,3,21,2900,0,0.167,18,18,0.167,1,0,0,0
6,0.0,0.0,-127.2,0,0,0,1,0,0,0,0,4,0,12,2400,0,0.0,7,7,0.0,0,0,0,0
23,0.397,0.2,2.6,0,0,0,4,4,2,2,0,2,4,15,3000,0,0.231,26,24,0.167,0,0,0,0
38,0.229,0.135,-45.3,0,0,0,0,1,1,2,0,4,1,14,3000,0,0.167,18,16,0.063,0,0,0,0
54,0.476,0.223,23.4,0,1,0,6,16,2,5,1,12,9,21,3100,3,0.217,70,62,0.145,3,1,1,1
22,0.345,0.177,-14.3,0,0,0,2,3,1,2,0,2,3,17,5500,0,0.208,24,22,0.136,1,0,0,0
42,0.623,0.292,62.2,0,1,2,8,25,3,2,1,16,24,17,10000,1,0.318,85,82,0.293,7,0,0,0
18,0.476,0.208,8.3,0,0,0,1,6,1,0,0,6,4,17,0,2,0.191,21,21,0.19,2,0,0,0
21,0.332,0.163,-15.9,0,0,0,2,3,0,2,0,4,2,11,4000,1,0.182,23,20,0.1,2,0,0,1
24,0.589,0.262,56.0,0,3,3,6,17,0,7,0,16,15,12,11000,2,0.314,77,62,0.242,3,0,1,7
14,0.605,0.256,33.8,0,0,0,4,11,0,2,0,9,5,18,40000,0,0.226,31,29,0.172,6,2,0,0
28,0.612,0.305,63.5,0,0,0,12,12,1,9,2,17,9,16,5500,0,0.345,58,45,0.2,8,1,2,0
104,0.435,0.21,13.8,0,0,0,7,7,0,2,1,7,5,21,4000,2,0.216,37,32,0.156,3,0,2,0
19,0.1,0.073,-78.8,0,0,0,3,0,1,1,0,3,0,11,3000,0,0.1,10,9,0.0,0,0,0,0
2,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,4,0,21,3000,0,0.0,7,6,0.0,0,0,0,1
104,0.642,0.291,55.3,0,7,3,36,100,2,15,0,46,81,16,6000,16,0.307,322,298,0.272,27,0,0,9
21,0.475,0.214,13.8,0,0,0,7,10,0,2,0,18,4,21,5300,0,0.171,35,33,0.121,4,2,0,0
24,0.453,0.21,15.3,0,0,0,4,6,0,1,0,6,5,11,5300,1,0.222,28,26,0.192,3,0,0,1
13,0.501,0.236,22.3,0,1,0,1,6,1,1,1,6,4,15,2800,2,0.24,25,23,0.174,2,0,0,0
19,0.421,0.2,-2.5,0,0,0,2,6,0,1,0,9,5,16,4000,1,0.207,29,28,0.179,3,0,0,0
14,0.436,0.224,30.0,0,2,0,2,7,3,4,1,9,7,12,25000,0,0.261,46,40,0.175,4,0,1,0
17,0.407,0.194,2.8,0,0,0,1,7,2,2,1,6,4,11,5100,0,0.194,37,33,0.121,5,1,0,1
88,0.576,0.26,41.7,0,1,0,10,34,4,8,1,16,29,18,9000,5,0.292,134,120,0.242,5,0,1,4
44,0.531,0.25,39.3,0,0,0,7,18,1,5,1,21,17,20,3200,1,0.288,83,74,0.23,5,0,0,3
4,0.0,0.0,-127.8,0,0,0,0,0,0,0,0,4,0,12,4200,0,0.0,8,8,0.0,0,0,0,0
7,0.258,0.141,-42.9,0,0,0,0,1,0,1,0,2,1,16,4000,0,0.167,12,11,0.091,0,0,0,0
38,0.612,0.276,48.5,1,2,1,9,19,1,9,2,13,12,14,16000,3,0.311,77,63,0.19,6,1,0,3
44,0.598,0.289,57.8,0,0,3,14,19,1,14,2,22,19,14,6000,0,0.361,103,80,0.238,10,0,1,6
7,0.0,0.0,-132.4,0,0,0,0,0,1,0,0,4,0,15,3000,0,0.0,8,8,0.0,0,0,0,0
14,0.554,0.269,48.8,0,0,1,5,11,2,6,0,11,8,21,125000,3,0.292,49,42,0.19,2,0,0,1
46,0.62,0.288,53.1,0,1,1,13,34,3,9,1,25,25,16,3300,2,0.299,118,106,0.236,11,2,1,1
16,0.269,0.141,-37.5,0,1,0,1,2,1,0,1,5,2,13,3800,0,0.158,19,18,0.111,1,0,0,0
52,0.397,0.193,-1.6,0,9,1,16,4,0,0,2,9,4,17,3000,0,0.231,27,24,0.167,1,0,0,1
8,0.191,0.087,-76.4,0,0,0,0,1,0,0,0,2,1,13,2600,0,0.091,11,10,0.1,1,0,1,0
47,0.581,0.248,27.6,0,0,0,8,28,1,5,0,28,14,14,2900,2,0.226,86,79,0.177,10,4,0,2
15,0.41,0.215,5.4,0,0,0,1,4,2,2,1,5,4,14,35000,0,0.25,28,25,0.16,2,0,0,0
65,0.49,0.247,36.3,0,1,0,9,14,3,4,4,13,10,21,3200,1,0.261,69,61,0.164,7,1,0,0
14,0.2,0.149,-28.7,0,0,0,3,0,0,2,1,4,0,20,2700,0,0.2,15,12,0.0,0,0,0,0
50,0.67,0.304,69.2,0,1,2,9,15,0,4,2,11,9,18,2800,5,0.313,48,42,0.214,2,0,0,0
7,0.237,0.132,-44.9,0,0,0,0,1,1,0,1,3,1,14,2800,0,0.154,13,12,0.083,0,0,0,0
20,0.562,0.269,52.4,0,0,0,5,16,1,7,0,21,11,20,5000,5,0.281,64,57,0.193,7,0,0,0
17,0.334,0.182,2.1,0,1,0,3,3,1,1,2,3,3,12,2600,0,0.214,28,25,0.12,0,0,0,0
48,0.618,0.272,52.2,1,7,1,13,42,2,7,1,34,30,20,4600,4,0.282,139,125,0.24,15,2,2,4
19,0.474,0.19,-5.9,0,0,0,0,8,1,0,0,7,4,18,2900,3,0.154,26,25,0.16,4,0,1,0
10,0.0,0.0,-130.1,0,1,0,3,0,0,0,0,5,0,11,2400,0,0.0,10,9,0.0,0,0,0,1
10,0.0,0.0,-130.1,0,1,0,3,0,0,0,0,5,0,11,5800,0,0.0,10,9,0.0,0,0,0,1
5,0.182,0.087,-72.5,0,0,1,0,1,1,0,0,4,1,13,3200,0,0.091,11,11,0.091,0,0,0,0
15,0.333,0.157,-24.9,0,0,0,1,1,0,0,0,2,1,20,4500,0,0.167,6,6,0.167,0,0,0,0
46,0.523,0.231,17.3,0,4,0,8,13,2,1,1,19,9,16,4000,1,0.234,49,45,0.2,1,1,0,2
6,0.0,0.0,-127.0,0,0,0,0,0,0,0,0,3,0,21,2700,0,0.0,8,8,0.0,0,0,0,0
87,0.639,0.282,55.3,0,0,1,24,76,7,12,2,58,49,18,2700,14,0.279,226,211,0.232,25,4,1,0
19,0.424,0.204,6.5,0,0,1,1,6,1,4,0,10,2,21,2700,1,0.194,31,26,0.077,5,1,1,0
10,0.091,0.068,-90.9,0,0,0,0,0,0,1,0,2,0,14,4000,0,0.091,11,10,0.0,0,0,0,0
21,0.452,0.212,15.1,0,0,1,1,7,0,2,0,14,5,21,5000,2,0.219,33,30,0.167,1,0,0,1
96,0.555,0.248,28.1,0,11,5,30,16,1,2,0,10,11,14,4000,2,0.241,54,51,0.216,5,1,1,0
8,0.143,0.106,-65.1,0,1,0,2,0,0,2,0,4,0,14,2900,0,0.143,14,12,0.0,0,0,0,0
45,0.63,0.299,57.1,0,1,0,13,38,3,10,2,19,33,14,5200,5,0.326,139,125,0.264,6,0,1,1
71,0.586,0.261,40.6,0,2,1,16,35,1,1,1,22,25,15,7500,7,0.252,108,105,0.238,17,1,0,1
16,0.341,0.163,-18.7,0,3,0,2,4,2,1,0,8,3,20,3000,1,0.167,24,23,0.13,0,0,0,0
85,0.533,0.257,41.9,0,1,2,15,32,6,13,1,17,24,13,3600,2,0.275,141,124,0.194,12,2,0,3
19,0.489,0.244,36.8,0,2,1,2,7,0,5,0,6,5,20,5800,1,0.27,37,32,0.156,1,0,0,0
35,0.492,0.242,35.9,0,0,0,7,18,2,5,4,22,14,11,3800,3,0.261,89,78,0.179,7,0,1,1
16,0.514,0.225,22.4,0,0,0,5,7,1,2,0,9,4,18,5700,0,0.222,27,24,0.167,2,1,1,0
8,0.267,0.128,-46.5,0,0,0,0,2,0,0,0,5,2,13,2400,0,0.133,15,15,0.133,0,0,0,0
27,0.529,0.239,23.1,0,0,0,4,19,1,2,1,15,15,14,10000,4,0.25,74,68,0.221,2,0,1,2
2,0.0,0.0,-126.2,0,0,0,0,0,0,0,0,2,0,20,3000,0,0.0,8,8,0.0,0,0,0,0
46,0.413,0.21,19.5,0,0,1,4,8,0,7,1,19,8,12,6000,0,0.262,64,53,0.151,1,0,0,3
10,0.325,0.159,-15.8,0,0,0,0,3,2,1,0,6,2,12,2600,1,0.158,19,18,0.111,0,0,0,0
7,0.402,0.163,-13.6,0,0,0,0,4,0,0,0,3,3,12,2800,1,0.167,20,17,0.176,2,0,1,2
13,0.375,0.206,9.2,0,0,0,3,3,0,4,0,8,3,20,2700,0,0.25,28,24,0.125,0,0,0,0
4,0.0,0.0,-126.2,0,0,1,0,0,0,0,0,2,0,20,3200,0,0.0,7,7,0.0,0,0,0,0
31,0.296,0.161,-29.5,0,0,0,3,2,1,2,0,8,2,16,2700,0,0.191,21,19,0.105,0,0,0,0
93,0.649,0.29,65.5,1,0,0,30,102,17,14,3,67,63,20,25000,12,0.274,293,272,0.232,43,9,3,1
32,0.532,0.246,32.1,0,0,0,3,13,2,4,0,7,9,17,2700,1,0.255,51,47,0.191,4,1,0,0
34,0.381,0.164,-28.3,0,1,0,3,4,1,0,0,6,4,16,3300,0,0.191,23,21,0.19,0,0,0,2
16,0.368,0.153,-25.2,0,0,0,1,4,0,0,1,4,1,18,5500,0,0.118,17,16,0.063,1,1,0,0
83,0.603,0.282,70.1,1,5,4,22,58,1,17,0,50,48,12,2400,4,0.304,219,194,0.247,21,2,3,5
3,0.0,0.0,-133.8,0,0,0,0,0,2,0,0,2,0,16,9500,0,0.0,8,8,0.0,0,0,0,0
7,0.077,0.055,-88.4,0,0,0,0,0,1,1,0,3,0,12,3300,0,0.077,13,12,0.0,0,0,0,0
50,0.6,0.297,73.5,0,0,1,6,26,4,14,1,24,19,11,4500,7,0.318,107,92,0.207,5,0,0,0
26,0.434,0.237,30.2,0,1,0,3,5,0,5,1,13,5,21,7800,0,0.282,39,33,0.152,1,0,0,0
37,0.537,0.245,29.5,0,1,0,4,14,0,1,0,11,11,15,3700,0,0.245,49,48,0.229,7,1,0,0
75,0.504,0.264,47.1,0,7,8,22,4,1,2,1,9,4,13,3200,0,0.304,23,20,0.2,2,0,0,0
122,0.591,0.264,37.0,0,17,1,36,77,5,8,0,40,57,16,3500,10,0.264,251,236,0.242,17,3,2,5
48,0.519,0.262,44.9,0,1,0,5,13,2,6,2,11,12,20,4000,1,0.299,67,59,0.203,3,0,0,0
17,0.267,0.128,-50.6,0,0,0,3,3,0,1,0,10,2,14,2400,1,0.13,23,22,0.091,0,0,0,0
93,0.605,0.285,65.5,1,3,2,13,71,7,17,4,32,62,11,4200,9,0.312,272,242,0.256,23,0,3,6
4,0.0,0.0,-132.4,0,0,0,0,0,0,0,0,2,0,15,3500,0,0.0,8,7,0.0,0,0,0,1
19,0.387,0.22,18.9,0,0,1,5,3,1,4,1,10,3,21,2700,0,0.267,30,25,0.12,0,0,0,0
53,0.662,0.304,61.1,0,0,2,15,35,6,11,3,21,23,14,8000,3,0.319,118,102,0.225,6,3,0,2
22,0.491,0.248,28.2,0,0,1,8,10,1,10,0,11,8,14,7000,2,0.295,63,51,0.157,2,0,0,2
10,0.278,0.128,-37.9,0,0,0,1,3,0,0,0,3,2,12,2500,1,0.111,18,18,0.111,3,0,0,0
32,0.551,0.26,42.0,0,0,0,3,13,1,5,1,15,10,18,18500,3,0.286,56,49,0.204,2,0,1,0
22,0.264,0.152,-34.6,0,0,0,4,1,0,2,0,3,1,16,3400,0,0.188,16,13,0.077,1,0,1,0
17,0.377,0.177,-14.3,0,0,0,3,3,0,1,0,3,3,15,3300,0,0.211,20,18,0.167,1,0,0,1
109,0.597,0.269,49.6,0,3,1,23,56,1,14,8,55,38,15,9000,8,0.291,215,183,0.208,19,3,1,9
25,0.505,0.228,19.6,0,0,0,3,9,2,2,0,6,9,17,3000,0,0.268,43,38,0.237,8,0,1,2
19,0.521,0.248,31.7,0,0,0,5,11,0,4,0,14,9,17,12000,1,0.271,48,44,0.205,5,0,0,0
19,0.521,0.248,31.7,0,0,0,5,11,0,4,0,14,9,17,2700,1,0.271,48,44,0.205,5,0,0,0
81,0.651,0.296,64.8,0,3,4,26,46,0,9,8,39,34,17,6600,5,0.323,162,140,0.243,15,2,1,4
27,0.386,0.182,-16.1,0,0,0,1,5,0,1,0,8,5,16,2700,0,0.207,30,28,0.179,5,0,0,1
7,0.071,0.052,-97.8,0,0,0,1,0,0,1,0,5,0,13,2400,0,0.071,14,13,0.0,0,0,0,0
34,0.588,0.275,55.5,0,0,0,10,25,4,10,3,23,12,21,4000,1,0.272,94,79,0.152,4,4,0,2
114,0.633,0.274,54.0,0,4,3,21,14,0,5,1,13,8,20,4700,2,0.292,51,41,0.195,5,1,1,3
11,0.321,0.16,-23.3,0,0,1,0,2,0,1,0,5,2,18,2700,0,0.188,16,15,0.133,0,0,0,0
58,0.504,0.241,26.3,0,0,0,5,12,0,5,3,20,7,16,3200,3,0.259,59,49,0.143,5,0,1,1
64,0.538,0.262,44.5,0,1,1,7,17,0,6,1,15,14,20,2700,3,0.284,74,67,0.209,1,0,0,0
57,0.443,0.224,11.5,0,0,0,6,7,0,5,2,8,7,16,8000,0,0.28,53,43,0.163,3,0,0,3
82,0.568,0.267,47.6,0,10,4,23,20,2,5,0,8,15,20,4500,5,0.274,73,68,0.221,5,0,0,0
12,0.538,0.232,21.7,0,0,0,1,6,0,1,0,10,4,17,15000,2,0.238,22,20,0.2,4,0,0,1
12,0.538,0.232,21.7,0,0,0,1,6,0,1,0,10,4,17,3000,2,0.238,22,20,0.2,4,0,0,1
53,0.563,0.261,37.1,0,0,0,13,17,1,5,1,16,16,14,15000,1,0.306,76,66,0.242,3,0,0,4
20,0.237,0.13,-50.1,0,0,1,4,1,0,1,0,5,1,16,2700,0,0.154,13,12,0.083,0,0,0,0
19,0.332,0.171,-15.6,0,2,0,2,3,1,2,0,6,2,21,2800,1,0.182,22,20,0.1,2,0,0,0
20,0.429,0.181,-3.6,0,0,0,2,6,1,0,0,9,3,15,3800,0,0.143,21,21,0.143,2,1,0,0
103,0.678,0.302,73.7,0,9,6,27,78,4,23,3,54,48,15,6500,14,0.31,245,212,0.226,27,5,1,6
8,0.334,0.14,-41.3,0,0,0,0,3,1,1,0,5,2,14,8000,1,0.158,21,17,0.118,2,0,1,2
78,0.513,0.225,30.5,0,1,0,12,37,2,3,0,42,25,12,3000,5,0.217,137,125,0.2,12,2,1,8
91,0.613,0.298,72.0,0,2,6,32,75,7,30,7,72,65,21,3800,10,0.332,313,267,0.243,27,0,3,6
92,0.574,0.268,51.8,0,0,1,15,54,10,16,2,39,44,20,10500,4,0.294,217,193,0.228,17,2,0,6
66,0.552,0.26,33.5,0,2,3,16,8,0,0,0,6,8,16,2700,0,0.276,29,29,0.276,3,0,0,0
15,0.0,0.0,-132.7,0,1,0,2,0,0,0,0,4,0,17,6000,0,0.0,9,8,0.0,0,0,0,1
39,0.616,0.268,36.5,0,1,1,7,21,1,1,1,10,17,14,2700,1,0.288,70,64,0.266,7,1,0,4
37,0.325,0.151,-28.8,0,3,2,8,3,0,1,0,7,2,13,6000,1,0.158,20,18,0.111,0,0,0,1
14,0.133,0.1,-69.6,0,0,0,0,0,0,2,0,3,0,16,35000,0,0.133,15,12,0.0,2,0,1,0
21,0.57,0.263,40.6,0,0,0,0,8,0,5,0,11,5,18,5100,3,0.294,35,29,0.172,4,0,0,1
42,0.688,0.3,63.9,0,5,2,17,39,4,10,6,27,29,15,4200,4,0.346,141,114,0.254,8,2,0,11
105,0.579,0.266,46.3,1,4,3,31,86,16,20,5,40,72,17,26000,12,0.294,336,302,0.238,26,0,3,6
31,0.496,0.272,51.9,0,0,0,3,14,3,14,6,29,13,21,60000,1,0.324,102,81,0.16,7,0,1,0
13,0.279,0.129,-37.0,0,0,0,1,3,0,0,1,5,3,12,2400,0,0.154,28,24,0.125,1,0,1,2
28,0.646,0.263,40.6,0,1,0,3,16,2,2,0,13,11,15,2700,4,0.283,51,44,0.25,1,0,0,5
71,0.634,0.288,53.6,0,4,0,28,64,2,19,5,51,41,14,4000,14,0.301,222,192,0.214,27,2,0,6
47,0.404,0.211,9.2,0,0,1,4,5,2,5,0,15,5,18,6200,0,0.256,39,34,0.147,0,0,0,0
48,0.542,0.249,35.3,0,4,4,12,10,0,3,0,13,9,13,4200,1,0.286,45,39,0.231,2,0,0,3
51,0.4,0.213,12.6,0,0,1,7,5,0,5,0,15,4,21,2900,1,0.243,37,32,0.125,2,0,0,0
21,0.598,0.258,33.2,0,0,0,3,14,2,3,1,14,5,16,4000,0,0.22,41,37,0.135,5,3,0,0
40,0.589,0.286,50.7,0,1,3,10,18,1,11,1,24,13,16,2700,2,0.317,80,66,0.197,7,1,1,1
19,0.502,0.247,26.2,0,1,0,3,9,1,5,0,12,8,16,3800,1,0.283,47,41,0.195,4,0,0,1
5,0.167,0.08,-73.4,0,0,0,0,1,0,0,0,4,1,21,2700,0,0.083,12,12,0.083,0,0,0,0
17,0.552,0.241,29.3,0,0,1,2,8,1,0,0,9,8,15,3300,0,0.276,31,29,0.276,2,0,0,2
18,0.18,0.1,-57.4,0,0,0,0,1,0,0,1,8,1,12,3500,0,0.118,17,16,0.063,0,0,0,0
21,0.438,0.197,-0.4,0,0,0,3,7,0,0,0,6,7,17,5200,0,0.219,33,32,0.219,2,0,0,1
31,0.4,0.174,-16.0,0,0,0,5,2,0,0,0,7,2,21,2900,0,0.2,11,10,0.2,0,0,0,1
8,0.0,0.0,-133.8,0,0,0,0,0,0,0,0,4,0,16,2900,0,0.0,7,7,0.0,0,0,0,0
18,0.311,0.17,-17.3,0,1,0,3,1,0,0,1,3,1,15,2700,0,0.2,10,9,0.111,1,0,0,0
76,0.596,0.279,48.9,0,6,2,24,39,2,15,4,17,34,16,30000,5,0.323,172,143,0.238,16,0,2,8
35,0.591,0.286,54.1,0,3,3,13,15,0,8,0,18,13,16,2700,2,0.323,66,56,0.232,3,0,1,1
15,0.273,0.12,-52.1,0,0,0,0,3,1,0,0,7,3,13,3800,0,0.136,24,22,0.136,0,0,0,2
30,0.566,0.258,46.7,0,1,1,4,19,2,1,1,14,10,11,2400,3,0.214,56,54,0.185,8,2,0,0
78,0.59,0.279,46.6,0,0,0,17,47,3,21,3,32,44,16,3800,3,0.329,217,180,0.244,20,0,3,10
19,0.46,0.221,22.7,0,0,0,5,9,0,2,1,12,9,11,4600,0,0.255,49,44,0.205,1,0,0,2
18,0.397,0.204,15.7,0,0,0,2,5,0,3,0,9,5,12,5000,0,0.235,34,31,0.161,2,0,0,0
11,0.478,0.214,10.7,0,0,0,0,6,0,0,0,9,5,18,2900,1,0.217,23,23,0.217,3,0,0,0
117,0.573,0.257,37.5,0,4,2,36,85,7,22,5,67,62,14,5000,11,0.28,334,290,0.214,39,4,1,16
83,0.697,0.31,72.7,0,1,0,28,81,7,6,3,44,60,17,3100,9,0.309,223,209,0.287,24,4,5,0
49,0.483,0.218,14.1,0,2,0,11,14,2,2,0,10,11,17,3000,3,0.228,58,55,0.2,2,0,0,1
69,0.617,0.286,59.7,2,1,0,15,42,2,16,3,35,36,18,13000,6,0.331,168,147,0.245,13,0,0,2
29,0.191,0.091,-63.9,0,4,1,4,2,1,0,0,7,2,12,2600,0,0.095,21,21,0.095,0,0,0,0
11,0.0,0.0,-133.8,0,0,1,2,0,0,0,0,5,0,16,2800,0,0.0,10,10,0.0,0,0,0,0
25,0.327,0.165,-16.8,0,0,0,1,5,1,1,2,15,4,11,5000,1,0.184,39,35,0.114,1,0,0,1
80,0.568,0.26,41.6,0,1,2,9,30,2,10,2,36,24,18,3500,3,0.295,126,110,0.218,12,1,0,4
70,0.572,0.27,53.6,1,7,1,22,40,4,17,1,23,33,20,35000,4,0.304,171,149,0.221,14,1,1,3
60,0.614,0.289,54.0,0,8,4,20,54,6,12,2,26,47,16,13000,4,0.314,198,180,0.261,14,1,0,4
104,0.456,0.214,4.9,0,6,3,16,12,1,2,1,21,8,16,5500,1,0.212,52,49,0.163,4,1,0,0
39,0.556,0.268,46.8,0,0,2,14,15,2,6,2,13,14,18,2800,1,0.314,71,62,0.226,1,0,0,1
8,0.167,0.067,-89.8,0,0,0,0,1,0,0,0,4,1,16,3500,0,0.083,14,12,0.083,0,0,0,2
15,0.217,0.127,-42.2,0,0,0,1,1,0,2,0,9,1,20,2700,0,0.158,19,17,0.059,0,0,0,0
78,0.527,0.246,34.9,3,0,0,17,55,12,18,6,24,41,20,2700,8,0.271,243,215,0.191,21,2,1,3
21,0.315,0.15,-35.8,0,0,0,4,4,0,1,1,6,2,14,2800,2,0.148,27,24,0.083,1,0,1,0
8,0.2,0.093,-70.3,0,0,0,1,1,0,0,0,4,1,17,2900,0,0.1,10,10,0.1,0,0,0,0
19,0.408,0.197,-2.0,0,0,2,4,4,0,2,0,3,3,18,3300,1,0.217,23,21,0.143,0,0,0,0
11,0.416,0.196,-3.0,0,0,0,3,7,0,1,1,7,6,15,3000,1,0.216,38,35,0.171,3,0,0,1
51,0.582,0.268,40.4,0,0,0,7,22,1,4,2,16,18,16,4200,3,0.293,85,76,0.237,11,0,0,3
8,0.077,0.056,-95.2,0,0,0,1,0,0,1,0,3,0,17,5500,0,0.077,13,12,0.0,0,0,0,0
44,0.552,0.271,39.8,0,1,0,4,16,2,1,5,18,14,16,3200,1,0.294,68,62,0.226,7,0,0,0
11,0.372,0.202,5.3,0,0,0,1,4,3,4,1,7,4,20,7500,0,0.243,37,31,0.129,2,0,1,0
20,0.407,0.189,-6.6,0,0,1,5,6,2,0,1,3,5,18,3100,1,0.2,30,29,0.172,0,0,0,0
7,0.297,0.148,-28.1,0,0,0,0,3,1,1,0,5,3,20,2700,0,0.167,24,23,0.13,0,0,0,0
9,0.192,0.106,-57.9,0,0,0,1,1,0,1,0,9,1,21,3000,0,0.125,16,15,0.067,0,0,0,0
34,0.471,0.209,5.2,0,2,0,5,13,0,0,0,11,11,17,4000,2,0.216,52,51,0.216,3,0,0,1
100,0.609,0.28,69.0,0,6,9,37,82,8,34,1,60,58,12,16000,12,0.304,322,269,0.216,23,4,2,16
73,0.594,0.269,47.7,0,0,4,25,48,1,16,4,57,32,17,3500,5,0.291,184,158,0.203,11,3,1,5
102,0.709,0.309,74.1,1,17,4,47,132,2,15,1,96,92,18,11000,22,0.309,351,330,0.279,54,6,4,1
10,0.125,0.059,-95.7,0,0,0,0,1,0,0,0,3,1,14,2600,0,0.063,16,16,0.063,1,0,0,0
46,0.642,0.308,77.4,0,1,0,15,39,2,18,1,36,25,21,50000,8,0.314,140,119,0.21,20,2,2,0
31,0.553,0.237,33.2,0,0,0,5,15,0,1,0,11,8,17,3000,1,0.205,44,43,0.186,4,2,0,0
52,0.576,0.266,38.7,0,2,2,19,24,3,7,4,16,16,16,7000,5,0.287,98,83,0.193,8,1,0,4
51,0.578,0.265,39.6,0,0,0,8,27,7,1,4,18,22,16,3400,5,0.278,99,90,0.244,9,0,2,2
103,0.607,0.288,55.0,0,9,7,31,53,2,19,2,46,44,14,10000,8,0.317,208,183,0.24,22,0,1,3
102,0.527,0.23,22.0,0,0,1,13,14,2,2,2,14,11,18,4200,3,0.263,61,53,0.208,4,0,0,4
45,0.421,0.207,11.4,0,1,1,4,10,1,3,0,16,10,21,3000,0,0.232,57,53,0.189,2,0,0,1
10,0.211,0.098,-65.1,0,0,0,0,2,0,0,0,7,2,15,2900,0,0.105,19,19,0.105,1,0,0,0
90,0.639,0.291,64.5,0,4,5,24,61,4,6,3,32,47,20,3200,11,0.298,192,179,0.263,13,1,0,4
18,0.483,0.222,10.3,0,0,0,4,10,0,2,0,12,7,16,2700,3,0.22,41,38,0.184,3,0,1,0
57,0.489,0.232,29.0,0,1,1,6,27,4,7,2,15,20,11,5200,6,0.242,122,109,0.183,9,0,2,2
24,0.517,0.249,38.7,0,2,0,7,15,4,7,1,24,11,21,3000,1,0.271,72,61,0.18,5,1,1,2
56,0.568,0.261,42.0,0,3,0,14,37,2,7,5,33,30,18,8600,4,0.29,148,133,0.226,9,1,0,3
45,0.529,0.241,24.3,0,5,1,16,20,0,3,1,16,14,14,12500,5,0.243,75,70,0.2,8,0,0,1
16,0.523,0.244,23.5,0,1,0,2,12,3,3,0,18,9,16,2700,3,0.25,48,44,0.205,2,0,1,0
27,0.421,0.215,14.3,0,0,0,0,4,1,4,0,12,4,15,3000,0,0.267,31,26,0.154,0,0,0,1
41,0.478,0.222,13.3,0,0,0,6,11,1,2,0,19,8,16,2900,2,0.222,45,43,0.186,2,0,0,0
12,0.281,0.12,-55.1,0,0,0,1,4,0,1,0,11,1,17,2700,0,0.091,22,21,0.048,2,1,0,0
55,0.506,0.241,22.7,0,0,0,9,17,3,5,3,10,16,16,6500,1,0.282,89,76,0.211,6,0,1,4
77,0.533,0.258,35.1,0,0,1,12,32,2,17,4,39,24,16,50000,5,0.29,159,132,0.182,10,1,2,4
68,0.57,0.265,48.2,0,2,1,10,10,1,2,0,5,10,20,2700,0,0.3,41,37,0.27,3,0,1,1
100,0.48,0.223,28.6,0,0,0,7,32,6,8,5,24,30,12,3500,2,0.265,175,149,0.201,14,0,0,13
6,0.129,0.057,-92.2,0,0,0,1,1,1,0,0,5,1,18,4500,0,0.063,16,15,0.067,2,0,1,0
54,0.487,0.222,17.9,0,0,0,12,14,2,3,1,15,13,13,2700,1,0.258,71,61,0.213,5,0,1,5
45,0.61,0.278,51.1,0,0,0,2,28,3,3,2,22,19,15,5500,3,0.273,88,83,0.229,3,2,0,0
60,0.375,0.172,-12.2,0,0,0,3,9,1,0,2,8,7,11,4000,2,0.184,52,47,0.149,2,0,0,3
40,0.57,0.259,42.9,0,0,2,7,23,1,4,0,13,20,20,2700,3,0.282,88,80,0.25,7,0,1,3
68,0.499,0.24,35.8,0,3,3,15,25,3,5,4,21,22,11,3300,3,0.265,120,107,0.206,7,0,1,3
79,0.588,0.255,36.3,1,0,0,8,37,5,9,0,20,26,15,6500,8,0.271,134,117,0.222,16,1,3,5
16,0.154,0.066,-87.9,0,0,1,4,1,0,0,0,5,1,18,6200,0,0.077,14,13,0.077,0,0,0,1
21,0.355,0.177,-17.7,0,2,3,8,4,1,1,1,7,4,16,2900,0,0.207,30,27,0.148,1,0,0,1
38,0.492,0.224,19.4,0,0,0,5,15,0,2,0,15,11,20,3600,1,0.224,59,56,0.196,5,1,0,1
76,0.434,0.214,24.5,0,1,0,10,27,4,13,2,25,27,12,20000,0,0.253,171,149,0.181,9,0,2,5
15,0.455,0.155,-29.8,0,0,0,2,7,0,0,0,14,3,18,5700,1,0.136,26,22,0.136,2,1,0,4
57,0.486,0.224,19.3,0,1,0,7,26,4,4,2,30,18,20,3000,2,0.226,108,100,0.18,7,2,0,2
39,0.413,0.196,-6.2,0,1,0,2,6,1,3,1,12,5,14,9000,1,0.237,41,34,0.147,0,0,0,3
48,0.436,0.195,-7.3,0,2,2,7,10,0,0,0,9,7,16,4000,3,0.18,39,39,0.179,4,0,0,0
47,0.51,0.231,17.8,0,1,0,7,17,0,4,0,13,11,14,3100,5,0.231,66,61,0.18,3,0,0,1
36,0.285,0.134,-38.2,0,3,2,5,3,0,1,0,6,3,21,3000,0,0.16,27,24,0.125,1,0,0,2
32,0.548,0.242,26.9,0,1,1,11,25,4,2,1,22,17,15,3300,2,0.235,86,80,0.213,10,2,2,1
35,0.522,0.25,37.3,0,0,0,3,17,2,6,0,22,13,20,3000,1,0.264,72,66,0.197,11,1,0,0
