G,OPS,wOBA,wRC+,고4,도루,도실,득점,루타,병살,볼넷,사구,삼진,안타,연도,연봉_만원,장타,출루,타석,타수,타율,타점,홈런,희비,희타
20,0.45,0.214,8.7,0,0,0,0,6,0,2,0,9,6,15,3000,0,0.25,33,30,0.2,0,0,0,1
123,0.474,0.224,23.0,0,0,0,20,19,2,7,2,18,14,20,4000,1,0.247,96,84,0.167,7,1,0,3
61,0.626,0.293,66.8,0,2,1,19,58,2,9,4,40,41,21,13500,8,0.287,188,171,0.24,22,3,4,0
31,0.512,0.24,33.1,0,1,0,3,17,1,1,1,11,15,21,7100,2,0.25,69,65,0.231,7,0,1,1
26,0.492,0.21,11.0,0,2,0,6,13,2,3,0,17,8,18,5000,2,0.216,53,47,0.17,5,1,1,2
39,0.408,0.195,8.3,0,0,0,6,15,5,5,1,25,13,12,3000,2,0.221,90,80,0.163,11,0,0,4
40,0.408,0.21,10.7,0,1,0,5,6,1,5,0,12,6,21,3600,0,0.25,45,38,0.158,1,0,1,1
56,0.52,0.229,20.3,0,0,0,7,20,0,1,1,22,17,18,4000,3,0.25,79,74,0.23,6,0,0,3
22,0.507,0.221,13.6,0,0,0,3,13,1,0,0,16,9,15,2700,1,0.205,44,43,0.209,2,1,1,0
22,0.507,0.221,13.6,0,0,0,3,13,1,0,0,16,9,15,3000,1,0.205,44,43,0.209,2,1,1,0
11,0.2,0.088,-66.1,0,0,0,2,3,0,0,0,6,2,11,2400,1,0.08,26,25,0.08,2,0,0,1
92,0.575,0.279,57.5,0,5,0,27,57,9,31,1,47,43,21,8500,7,0.305,250,211,0.204,28,2,3,4
55,0.48,0.23,23.5,0,0,0,4,14,1,3,1,16,12,13,7000,2,0.246,66,60,0.2,4,0,1,1
101,0.648,0.293,62.0,0,9,5,31,66,3,21,4,57,44,17,5200,12,0.311,226,196,0.224,18,3,1,4
28,0.411,0.218,17.9,0,0,0,4,7,1,6,0,10,7,21,3500,0,0.255,51,45,0.156,2,0,0,0
26,0.463,0.22,19.5,0,2,2,7,10,1,3,2,11,9,21,3300,1,0.259,58,49,0.184,2,0,0,4
29,0.44,0.212,3.9,0,0,0,3,9,0,4,1,16,7,16,9000,2,0.24,52,45,0.156,2,0,0,2
45,0.553,0.248,35.2,0,0,0,5,19,3,4,0,17,16,18,3000,3,0.274,75,68,0.235,1,0,1,2
75,0.646,0.271,48.5,0,2,0,18,48,2,10,6,43,32,15,7000,4,0.306,174,141,0.227,18,4,0,17
11,0.245,0.121,-46.5,0,0,0,0,3,0,1,0,14,2,21,2700,1,0.12,25,24,0.083,0,0,0,0
57,0.695,0.307,69.2,0,0,1,14,53,5,15,3,53,29,18,19000,3,0.305,154,136,0.213,13,7,0,0
89,0.59,0.275,65.2,0,1,2,30,73,1,23,1,64,46,12,7000,8,0.272,262,230,0.2,36,6,3,5
60,0.302,0.145,-39.7,0,1,2,11,4,0,1,0,11,3,16,3500,1,0.148,27,26,0.115,3,0,0,0
34,0.465,0.238,32.5,0,1,0,9,13,0,13,2,23,9,21,3000,1,0.279,89,70,0.129,8,1,1,3
60,0.59,0.273,50.2,0,0,0,13,41,2,7,0,34,29,21,2700,8,0.265,136,126,0.23,16,0,3,0
19,0.318,0.15,-29.2,0,0,0,0,5,2,0,0,12,5,21,12000,0,0.156,32,31,0.161,3,0,1,0
96,0.616,0.291,64.8,0,7,5,26,76,7,22,3,30,61,20,19000,6,0.311,278,249,0.245,34,3,3,1
14,0.059,0.041,-99.4,0,1,1,0,0,0,1,0,5,0,20,3300,0,0.059,18,16,0.0,0,0,0,1
70,0.418,0.21,10.0,0,0,0,5,14,3,8,3,26,12,13,2400,2,0.247,97,82,0.146,4,0,0,4
40,0.502,0.245,34.2,0,0,0,6,19,4,4,1,14,18,13,10000,1,0.267,87,81,0.222,5,0,0,1
57,0.474,0.215,10.6,0,1,0,1,17,2,6,1,21,14,17,2900,3,0.25,89,76,0.184,8,0,1,5
51,0.546,0.26,39.4,0,3,4,15,22,2,10,0,17,17,14,2800,2,0.284,96,84,0.202,10,1,1,1
47,0.327,0.152,-31.6,0,2,1,7,4,1,1,0,8,4,18,3000,0,0.179,29,27,0.148,0,0,0,1
14,0.091,0.043,-102.0,0,0,0,1,1,0,0,0,9,1,13,5000,0,0.046,22,22,0.045,0,0,0,0
99,0.667,0.306,66.5,0,14,8,29,96,3,23,4,37,78,16,18000,11,0.332,326,287,0.272,22,1,2,10
69,0.389,0.192,-9.1,0,2,0,9,7,2,3,0,9,7,16,3700,0,0.222,46,42,0.167,3,0,0,1
10,0.335,0.149,-24.7,0,0,0,4,7,0,1,0,10,4,20,20000,0,0.135,37,35,0.114,3,1,1,0
80,0.58,0.265,37.5,1,2,1,12,53,6,19,1,52,34,16,6000,7,0.276,199,174,0.195,15,4,2,3
30,0.43,0.215,16.5,0,0,1,3,8,0,4,0,18,7,20,3200,1,0.239,46,42,0.167,0,0,0,0
18,0.364,0.196,2.8,0,0,0,6,6,0,6,0,15,5,21,2700,1,0.225,49,43,0.116,1,0,0,0
37,0.408,0.183,-8.0,1,0,0,4,12,4,2,0,28,9,21,9000,0,0.19,58,55,0.164,7,1,1,0
45,0.436,0.215,16.5,0,2,0,6,15,3,6,0,18,12,21,30000,3,0.228,79,72,0.167,5,0,1,0
8,0.271,0.155,-28.8,0,0,0,0,2,0,4,0,7,2,15,4200,0,0.194,31,26,0.077,1,0,1,0
64,0.462,0.2,2.4,0,0,1,7,9,0,2,0,8,6,17,6200,0,0.205,40,35,0.171,5,1,2,1
60,0.409,0.204,5.5,0,0,0,6,14,3,7,1,32,13,18,2700,1,0.236,89,81,0.16,2,0,0,0
50,0.59,0.277,57.3,1,4,1,9,42,5,15,1,22,33,21,11300,9,0.301,167,145,0.228,15,0,2,4
84,0.472,0.212,21.1,0,12,5,22,23,2,0,0,18,19,12,2400,4,0.214,93,89,0.213,5,0,0,4
34,0.553,0.242,30.7,0,0,0,4,25,3,2,0,12,14,20,18000,2,0.211,76,73,0.192,12,3,1,0
33,0.357,0.156,-27.9,0,2,0,8,8,0,0,0,13,7,15,3500,1,0.167,44,42,0.167,1,0,0,2
80,0.593,0.281,55.0,1,0,3,7,28,4,11,2,22,23,17,6000,4,0.316,114,101,0.228,7,0,0,0
22,0.399,0.217,17.2,0,1,1,4,7,1,9,0,21,5,21,3500,2,0.25,56,47,0.106,3,0,0,0
22,0.399,0.217,17.2,0,1,1,4,7,1,9,0,21,5,21,2700,2,0.25,56,47,0.106,3,0,0,0
87,0.588,0.268,60.9,0,0,0,16,75,3,10,0,58,43,12,3200,8,0.235,228,212,0.203,25,8,4,2
63,0.54,0.24,22.7,0,1,0,11,35,9,3,1,18,29,14,3700,3,0.258,134,124,0.234,9,1,0,6
37,0.56,0.268,44.7,0,0,2,12,19,2,9,0,12,15,15,5500,4,0.296,82,72,0.208,6,0,0,1
87,0.489,0.23,24.3,0,0,2,14,27,3,11,2,34,17,20,3000,4,0.244,126,110,0.155,4,2,0,3
71,0.648,0.292,63.7,0,1,2,24,61,6,16,4,57,40,18,2800,9,0.303,199,177,0.226,24,4,1,1
59,0.624,0.271,46.9,0,5,5,13,34,6,5,3,30,21,18,3200,4,0.274,108,97,0.216,17,3,1,2
50,0.399,0.19,-5.3,0,0,0,4,10,0,2,2,17,8,17,3400,2,0.211,58,53,0.151,2,0,0,1
17,0.254,0.123,-47.5,0,0,0,1,3,1,0,1,13,3,15,4000,0,0.143,29,27,0.111,0,0,0,1
51,0.505,0.23,19.5,0,0,0,10,22,1,7,0,32,13,15,3600,3,0.23,88,80,0.163,6,2,0,1
73,0.655,0.302,64.6,1,3,2,24,65,4,10,2,25,55,16,16000,6,0.322,211,195,0.282,17,1,1,3
73,0.655,0.302,64.6,1,3,2,24,65,4,10,2,25,55,16,2700,6,0.322,211,195,0.282,17,1,1,3
125,0.687,0.3,72.5,2,6,6,36,141,6,18,0,75,93,15,7000,23,0.293,384,358,0.26,48,8,3,5
56,0.402,0.189,-2.9,0,1,0,6,17,2,7,0,24,13,13,6000,1,0.208,101,88,0.148,4,1,1,5
66,0.612,0.287,64.1,3,0,0,14,64,8,29,2,41,47,20,50000,11,0.315,249,215,0.219,29,2,2,1
78,0.6,0.275,46.2,0,5,1,9,33,1,6,0,19,27,16,3200,6,0.292,116,107,0.252,14,0,0,3
82,0.464,0.212,7.6,0,7,3,17,13,0,4,0,15,8,15,3200,2,0.214,57,52,0.154,4,1,0,1
54,0.554,0.254,41.8,0,1,4,14,28,2,2,0,15,24,20,2900,3,0.263,100,96,0.25,8,0,1,1
75,0.417,0.194,3.2,0,2,1,11,18,3,6,0,26,14,11,2600,4,0.213,99,88,0.159,2,0,0,5
33,0.49,0.235,29.7,0,1,0,10,25,1,9,0,32,21,21,2700,4,0.256,120,107,0.196,9,0,1,3
94,0.54,0.251,29.6,0,0,2,17,47,7,24,2,28,35,14,8000,6,0.286,224,185,0.189,18,2,2,11
97,0.608,0.271,47.0,0,2,1,22,75,9,16,2,51,56,17,15000,12,0.289,263,235,0.238,18,2,3,7
137,0.576,0.263,43.5,0,3,3,39,103,8,26,5,55,78,17,6000,11,0.283,392,352,0.222,40,4,2,7
96,0.611,0.269,46.6,0,11,3,33,68,2,6,2,45,49,18,6200,9,0.273,212,201,0.244,17,3,0,3
34,0.576,0.265,48.8,0,5,3,12,40,4,9,1,34,24,20,55000,4,0.254,134,124,0.194,14,4,0,0
88,0.629,0.281,55.7,0,8,4,38,95,4,15,0,58,83,17,10000,9,0.311,327,299,0.278,21,1,1,12
28,0.31,0.152,-30.1,0,0,0,4,6,0,3,0,11,6,17,9000,0,0.18,51,46,0.13,2,0,1,1
98,0.59,0.27,47.6,0,3,4,27,69,6,20,2,41,60,15,12000,9,0.307,279,244,0.246,14,0,1,12
51,0.396,0.182,-16.1,0,1,1,1,8,1,2,0,10,6,16,3600,2,0.191,43,39,0.154,2,0,1,1
105,0.501,0.231,34.9,0,0,2,17,60,3,13,4,50,50,12,8400,10,0.255,277,244,0.205,17,0,2,14
55,0.543,0.244,30.1,0,3,1,11,23,1,9,0,18,16,18,6300,1,0.266,96,83,0.193,9,2,2,2
37,0.234,0.116,-48.2,0,0,0,5,4,0,0,1,14,4,20,3300,0,0.128,39,38,0.105,1,0,0,0
71,0.394,0.2,3.6,0,0,1,6,8,2,7,0,17,8,15,3200,0,0.246,63,54,0.148,1,0,0,2
79,0.506,0.232,24.5,0,0,1,15,25,0,7,0,20,22,20,4000,3,0.264,116,103,0.214,7,0,0,6
44,0.467,0.212,20.4,0,5,5,10,22,0,5,0,26,13,12,6000,4,0.202,92,83,0.157,2,1,1,3
64,0.526,0.248,32.3,0,0,0,10,31,2,9,2,51,23,17,3000,5,0.264,129,118,0.195,9,1,0,0
30,0.34,0.169,-19.3,0,1,1,6,6,1,3,1,11,6,18,4000,0,0.204,50,44,0.136,2,0,1,1
65,0.254,0.118,-54.2,0,0,0,4,5,0,2,0,11,3,15,4300,2,0.122,42,38,0.079,2,0,1,1
34,0.466,0.204,4.5,0,1,0,5,18,2,2,1,21,11,17,5700,3,0.197,72,67,0.164,7,1,1,1
94,0.604,0.286,50.7,0,12,4,26,55,3,20,5,63,41,16,6000,5,0.31,217,187,0.219,15,3,1,4
69,0.578,0.262,43.2,0,3,3,20,42,2,8,3,34,33,17,6500,5,0.282,159,142,0.232,12,1,3,3
117,0.597,0.275,44.2,0,0,0,30,80,9,30,4,57,63,16,15000,8,0.307,329,276,0.228,38,3,6,13
52,0.511,0.231,26.4,0,1,0,12,27,3,4,1,23,20,20,5400,3,0.238,108,99,0.202,6,1,1,3
67,0.472,0.219,15.1,0,1,0,9,22,2,8,0,20,17,18,15000,2,0.238,105,94,0.181,8,1,3,0
54,0.414,0.207,3.7,0,3,0,9,8,1,6,2,16,7,15,3600,1,0.254,62,50,0.14,3,0,1,3
103,0.558,0.257,36.7,0,11,2,31,73,2,15,5,83,56,15,6000,12,0.274,283,257,0.218,21,1,0,6
69,0.467,0.215,9.4,0,3,1,13,32,2,9,0,37,25,15,3700,6,0.233,150,137,0.182,6,0,0,4
80,0.33,0.16,-21.2,0,6,4,18,9,2,3,0,5,8,20,10000,1,0.177,63,59,0.136,4,0,0,1
103,0.54,0.237,26.1,0,1,0,20,55,4,15,4,62,34,18,5500,9,0.25,219,190,0.179,18,4,3,7
88,0.607,0.275,58.9,0,1,0,23,95,6,17,4,71,54,11,2500,14,0.256,300,271,0.199,40,9,1,7
99,0.604,0.287,52.5,0,5,5,30,67,1,28,0,66,50,16,5000,13,0.306,257,225,0.222,22,1,2,2
51,0.639,0.288,59.6,0,2,0,17,72,5,18,0,58,41,20,10000,7,0.272,217,196,0.209,23,8,3,0
109,0.582,0.271,50.8,1,10,6,42,90,12,21,5,62,72,20,125000,12,0.291,342,309,0.233,23,2,2,5
39,0.529,0.233,23.6,0,3,1,9,28,2,5,1,39,16,15,11000,2,0.225,100,92,0.174,9,3,0,2
39,0.529,0.233,23.6,0,3,1,9,28,2,5,1,39,16,15,3800,2,0.225,100,92,0.174,9,3,0,2
27,0.483,0.217,9.6,0,0,0,5,14,3,2,4,13,10,15,8000,4,0.246,70,59,0.169,7,0,0,5
35,0.344,0.165,-29.0,0,0,0,5,12,1,3,0,21,11,14,2400,1,0.182,78,74,0.149,5,0,0,1
46,0.49,0.223,10.5,0,0,0,16,26,5,8,2,30,16,16,6500,5,0.232,116,101,0.158,7,1,1,4
98,0.603,0.263,43.4,0,3,0,26,85,11,11,7,40,63,18,18000,10,0.282,297,265,0.238,28,4,4,10
82,0.375,0.175,-14.3,0,2,2,11,10,2,0,3,6,9,18,3100,1,0.2,62,57,0.158,4,0,0,2
74,0.588,0.274,53.8,1,0,1,13,55,7,11,1,38,45,20,30000,6,0.288,198,183,0.246,20,1,3,0
73,0.593,0.281,45.3,0,0,2,21,53,2,18,2,35,45,14,10000,5,0.31,213,187,0.241,14,1,3,3
102,0.523,0.242,28.4,0,5,3,22,45,1,10,3,49,35,15,2700,9,0.26,189,171,0.205,12,0,1,4
71,0.416,0.205,4.3,0,0,0,6,18,6,3,8,19,15,15,6800,3,0.234,114,99,0.152,7,0,1,3
114,0.551,0.251,37.3,0,13,5,32,49,8,8,2,15,47,18,7500,2,0.289,204,187,0.251,8,0,0,7
69,0.595,0.271,45.3,1,10,6,23,57,2,14,1,43,41,15,5000,7,0.281,200,182,0.225,18,2,2,1
34,0.443,0.212,14.0,0,2,1,11,22,2,8,2,39,14,21,3200,5,0.218,112,98,0.143,7,1,2,2
20,0.301,0.13,-53.7,0,0,0,2,10,2,0,0,10,7,14,2700,2,0.123,58,56,0.125,6,0,1,1
103,0.531,0.252,32.9,0,2,0,18,52,5,21,3,46,45,15,3700,7,0.288,246,214,0.21,12,0,2,6
134,0.579,0.263,38.8,0,0,0,37,97,14,22,9,44,79,16,21000,15,0.293,395,340,0.232,30,1,4,20
114,0.663,0.297,66.8,1,5,6,28,113,8,17,11,66,89,17,16000,15,0.323,372,333,0.267,35,2,1,10
57,0.45,0.215,11.4,0,0,0,11,23,5,8,1,13,18,17,11000,5,0.233,116,106,0.17,10,0,1,0
98,0.592,0.271,41.8,0,3,3,38,63,3,16,0,44,47,16,10000,10,0.285,227,205,0.229,16,1,0,6
79,0.532,0.238,29.0,0,3,2,21,48,3,7,0,40,32,20,5500,7,0.232,171,160,0.2,16,3,1,3
84,0.478,0.227,26.0,0,2,6,15,34,4,7,6,40,28,11,7000,3,0.25,170,149,0.188,13,1,2,6
32,0.46,0.223,21.8,0,0,1,6,25,1,9,1,43,17,21,2700,5,0.229,119,108,0.157,8,1,0,1
67,0.445,0.206,2.7,0,4,2,11,19,0,0,1,20,18,15,3500,1,0.221,87,85,0.212,6,0,0,1
114,0.543,0.248,33.0,1,10,1,28,39,1,16,0,32,37,18,9000,2,0.298,185,159,0.233,13,0,3,7
105,0.603,0.263,43.9,0,4,2,24,85,6,14,1,39,65,15,3000,13,0.283,298,265,0.245,25,2,3,15
98,0.533,0.25,36.5,0,10,8,27,63,1,20,4,45,61,15,6000,2,0.294,302,264,0.231,21,0,1,13
66,0.273,0.124,-50.4,0,3,0,8,10,1,1,1,23,6,15,3500,1,0.119,68,65,0.092,2,1,0,1
67,0.477,0.216,12.1,0,4,2,23,29,2,5,1,15,29,17,2800,0,0.256,145,131,0.221,2,0,0,8
33,0.266,0.134,-47.1,0,0,2,3,5,1,3,0,12,5,16,4000,0,0.16,52,47,0.106,1,0,0,2
141,0.615,0.277,48.6,0,0,2,34,118,9,22,9,91,77,16,14000,14,0.278,394,351,0.219,54,9,6,6
45,0.391,0.193,7.9,0,1,2,3,16,2,10,1,31,13,12,4300,0,0.222,112,95,0.137,5,1,2,4
78,0.602,0.278,58.0,0,1,1,22,74,3,16,5,68,45,20,50000,5,0.271,244,223,0.202,34,8,0,0
106,0.42,0.187,-9.4,0,5,2,16,34,4,2,0,35,24,15,3500,7,0.181,146,142,0.169,14,1,0,2
38,0.475,0.209,8.3,0,0,0,4,17,2,1,0,11,15,15,3400,2,0.229,74,69,0.217,2,0,0,4
56,0.446,0.207,16.8,0,0,0,8,29,0,6,1,35,18,12,4500,2,0.198,129,117,0.154,12,3,2,3
98,0.618,0.274,50.1,0,3,1,25,78,7,18,5,64,39,20,4300,8,0.257,245,216,0.181,30,10,2,4
77,0.518,0.244,37.5,0,2,0,16,45,3,15,2,53,29,11,8000,9,0.249,189,167,0.174,17,2,1,4
103,0.507,0.226,21.0,0,2,1,21,41,1,13,1,40,28,20,2900,3,0.246,182,157,0.178,11,3,0,11
81,0.542,0.255,40.4,0,7,4,27,70,2,13,1,45,60,20,9000,6,0.271,275,258,0.233,23,1,1,2
121,0.508,0.225,14.6,0,6,1,18,37,1,7,1,36,28,15,4000,6,0.243,156,140,0.2,9,1,0,8
115,0.592,0.261,37.9,2,3,6,32,90,4,18,9,84,65,15,8000,9,0.286,338,294,0.221,22,5,1,16
141,0.548,0.254,39.9,0,15,8,63,131,14,36,0,87,106,20,10500,16,0.274,530,479,0.221,36,3,3,12
141,0.548,0.254,39.9,0,15,8,63,131,14,36,0,87,106,20,2700,16,0.274,530,479,0.221,36,3,3,12
74,0.505,0.234,30.3,0,4,1,11,41,2,15,0,36,30,11,40000,8,0.25,187,161,0.186,12,1,4,7
85,0.385,0.187,-3.9,0,0,0,9,22,7,11,1,32,20,20,2900,2,0.219,152,133,0.15,5,0,1,6
103,0.54,0.237,19.2,1,2,0,13,49,5,7,0,46,36,16,4700,10,0.244,181,166,0.217,18,1,3,5
88,0.565,0.246,25.1,0,1,1,16,75,7,9,3,65,47,16,2900,10,0.24,254,231,0.203,22,6,3,8
98,0.624,0.279,54.0,2,0,1,29,109,11,7,3,38,80,15,16000,14,0.277,326,314,0.255,28,4,1,1
51,0.371,0.177,-16.3,0,1,2,3,15,0,9,1,23,13,15,6000,2,0.215,114,96,0.135,10,0,1,7
76,0.434,0.188,-12.4,0,0,0,10,34,2,2,1,38,23,16,40000,2,0.186,146,137,0.168,7,3,0,6
90,0.508,0.229,18.5,0,9,4,30,68,2,13,3,51,54,15,6000,11,0.25,292,264,0.205,12,0,0,12
106,0.376,0.175,-15.1,0,0,0,15,31,2,12,5,85,22,18,2800,3,0.201,203,177,0.124,11,2,0,9
125,1.008,0.456,172.7,9,10,5,70,245,6,93,0,74,160,21,21000,36,0.461,549,448,0.357,94,16,8,0
124,0.863,0.414,149.9,4,21,8,85,188,5,90,13,79,149,21,3800,25,0.45,560,455,0.327,48,4,2,0
107,0.938,0.433,158.2,1,7,3,69,201,8,59,7,31,142,21,39000,40,0.437,476,401,0.354,65,5,9,0
125,0.877,0.392,131.0,3,27,4,99,252,9,45,6,87,149,21,28000,34,0.362,553,490,0.304,82,20,11,1
119,0.894,0.403,148.9,2,2,2,76,215,6,65,5,114,117,21,65000,24,0.379,493,418,0.28,94,24,5,0
108,0.86,0.403,142.9,1,12,0,72,177,14,42,10,59,132,21,3000,31,0.41,449,393,0.336,50,4,4,0
108,0.86,0.403,142.9,1,12,0,72,177,14,42,10,59,132,21,45000,31,0.41,449,393,0.336,50,4,4,0
130,0.864,0.401,135.5,0,6,3,82,230,10,51,5,61,169,21,50000,40,0.401,562,497,0.34,87,7,8,1
131,0.788,0.377,124.3,1,19,11,78,178,9,101,0,102,131,21,12000,27,0.406,574,467,0.281,37,5,3,3
128,0.741,0.351,104.8,3,40,4,85,186,5,54,1,87,151,21,10000,23,0.368,560,498,0.303,61,3,7,0
124,0.854,0.383,123.9,1,16,2,71,217,6,48,9,134,113,21,80000,18,0.347,490,428,0.264,72,28,5,0
105,0.864,0.391,133.0,9,5,2,56,176,15,73,1,104,102,21,3300,19,0.391,450,372,0.274,84,18,4,0
125,0.876,0.392,129.8,2,1,2,86,261,5,35,11,127,142,21,50000,25,0.346,543,493,0.288,89,31,4,0
114,0.787,0.367,116.5,2,33,12,75,159,3,65,3,75,121,21,30000,22,0.395,488,405,0.299,50,5,6,9
105,0.855,0.389,127.6,2,3,6,54,179,8,49,3,55,119,21,29000,31,0.386,446,382,0.312,76,9,9,3
111,0.786,0.375,122.1,2,3,2,51,135,15,69,13,63,96,21,20000,18,0.406,444,355,0.27,38,7,2,5
120,0.838,0.384,134.1,4,3,0,62,199,6,64,3,37,127,21,3000,23,0.38,510,435,0.292,80,16,8,0
118,0.779,0.367,115.4,2,0,0,52,184,17,55,1,34,139,21,45000,30,0.377,518,458,0.303,60,5,3,1
127,0.754,0.352,107.7,0,22,6,78,194,8,46,10,119,136,21,14000,28,0.354,548,485,0.28,61,9,2,5
126,0.862,0.391,128.8,2,9,5,95,253,5,52,6,76,147,21,50000,26,0.362,567,506,0.291,91,26,3,0
88,0.865,0.398,136.2,0,1,1,39,123,2,39,4,72,83,21,14000,16,0.404,316,267,0.311,47,8,2,4
126,0.826,0.372,128.5,2,2,3,63,228,10,41,9,130,128,21,21000,22,0.339,525,468,0.274,91,26,7,0
115,0.808,0.373,117.9,1,0,1,49,165,18,58,4,84,99,21,4700,21,0.367,440,374,0.265,63,15,3,1
120,0.807,0.365,120.1,0,1,0,57,179,11,50,7,106,95,21,22500,18,0.342,449,385,0.247,80,22,3,4
90,0.846,0.385,136.2,2,3,2,52,157,9,33,10,65,95,21,32000,17,0.367,376,328,0.29,67,15,5,0
123,0.845,0.392,137.8,3,0,2,65,213,25,57,5,31,149,21,40000,22,0.392,538,470,0.317,75,14,6,0
125,0.712,0.338,98.3,2,10,4,70,163,14,57,9,64,120,21,35000,23,0.354,528,456,0.263,46,6,3,3
125,0.744,0.353,106.7,0,31,11,74,195,7,53,10,58,151,21,7000,26,0.367,587,517,0.292,39,4,3,4
125,0.744,0.353,106.7,0,31,11,74,195,7,53,10,58,151,21,5900,26,0.367,587,517,0.292,39,4,3,4
120,0.735,0.349,102.0,1,8,5,75,152,8,55,3,61,118,21,30000,21,0.367,481,414,0.285,56,4,7,2
106,0.885,0.393,129.7,6,0,0,56,190,4,54,0,99,104,21,47000,17,0.368,429,368,0.283,87,23,7,0
122,0.829,0.383,124.1,5,8,1,67,202,5,64,2,87,135,21,6400,27,0.384,524,454,0.297,73,13,3,1
117,0.753,0.357,107.5,2,16,2,74,143,5,65,4,40,114,21,40000,22,0.39,475,394,0.289,38,0,6,6
127,0.721,0.34,96.8,2,17,7,73,170,8,55,10,111,118,21,4800,19,0.349,527,456,0.259,63,11,4,2
116,0.793,0.37,122.9,0,0,1,47,122,9,55,2,57,82,21,5000,15,0.386,365,300,0.273,44,8,3,5
112,0.701,0.327,95.0,1,2,0,34,130,11,21,14,58,88,21,23000,15,0.323,383,344,0.256,55,9,2,2
100,0.759,0.359,114.1,0,2,3,38,103,6,35,8,58,74,21,5500,13,0.375,316,268,0.276,43,5,1,4
115,0.688,0.325,92.1,0,12,5,52,141,10,45,5,75,101,21,60000,18,0.334,456,398,0.254,48,7,4,4
119,0.708,0.332,95.5,1,3,4,56,161,20,31,6,32,120,21,48000,25,0.334,473,431,0.278,53,5,2,3
118,0.721,0.34,97.0,2,1,0,38,133,11,54,11,64,88,21,30000,18,0.353,436,361,0.244,59,9,8,2
33,0.477,0.225,23.6,0,4,2,11,24,1,8,2,40,18,21,30000,2,0.244,119,103,0.175,8,1,2,4
69,0.786,0.367,115.5,1,1,1,34,104,4,28,2,49,74,21,2700,19,0.37,282,250,0.296,42,3,1,1
99,0.728,0.336,95.5,4,0,2,28,95,11,25,4,41,73,21,2700,13,0.357,291,256,0.285,27,3,1,5
47,0.738,0.347,108.1,0,4,1,19,51,2,14,2,40,34,21,2700,5,0.343,146,129,0.264,14,4,1,0
56,0.798,0.38,124.8,0,5,3,30,74,2,37,1,27,56,21,2700,12,0.411,232,191,0.293,14,2,0,3
56,0.798,0.38,124.8,0,5,3,30,74,2,37,1,27,56,21,24000,12,0.411,232,191,0.293,14,2,0,3
110,0.721,0.327,88.6,3,1,2,41,131,15,47,3,60,77,21,13500,12,0.329,395,334,0.231,57,14,2,9
123,0.682,0.312,78.0,0,15,6,57,131,1,29,4,60,92,21,13000,19,0.316,406,358,0.257,43,6,5,9
55,0.872,0.399,134.5,1,2,0,25,62,4,29,5,24,35,21,13500,3,0.406,171,133,0.263,26,8,3,1
59,0.841,0.376,119.2,1,0,0,27,82,8,27,2,43,44,21,70000,8,0.361,205,171,0.257,41,10,2,3
91,0.735,0.344,106.3,1,2,1,34,98,5,41,0,55,61,21,2700,12,0.346,296,252,0.242,39,8,2,1
104,0.714,0.34,98.6,0,4,2,34,100,8,31,5,40,80,21,19000,9,0.359,325,282,0.284,24,3,5,2
34,1.11,0.475,187.2,0,3,0,16,33,0,13,3,14,15,21,3000,3,0.463,69,51,0.294,13,5,0,2
75,0.73,0.354,106.8,1,0,0,29,72,5,36,6,33,59,21,10500,7,0.392,260,213,0.277,28,2,3,2
86,0.693,0.325,90.0,0,11,7,39,87,6,25,1,38,61,21,34000,17,0.327,268,238,0.256,30,2,2,2
87,0.769,0.366,114.1,5,1,0,19,83,11,36,7,28,65,21,50000,12,0.4,270,225,0.289,32,2,2,0
65,0.757,0.344,98.2,0,0,0,23,66,5,13,5,53,36,21,5700,9,0.32,171,151,0.238,26,7,0,2
75,0.741,0.342,107.7,1,3,1,32,91,9,30,4,59,50,21,20000,11,0.329,256,221,0.226,34,10,0,1
101,0.807,0.389,132.4,0,16,4,31,29,1,16,2,24,22,21,4500,3,0.426,95,76,0.289,7,1,0,1
93,0.676,0.313,80.4,1,8,5,41,127,7,23,0,61,102,21,9000,17,0.323,393,360,0.283,36,1,4,6
50,0.699,0.333,93.2,0,12,3,30,61,4,22,7,23,47,21,52000,8,0.36,215,180,0.261,18,1,2,4
107,0.643,0.302,73.3,0,21,3,44,82,0,21,0,26,74,21,2700,5,0.331,296,263,0.281,25,1,3,9
114,0.692,0.329,90.7,1,0,0,40,154,12,55,7,59,102,21,55000,24,0.333,493,429,0.238,57,9,2,0
86,0.75,0.345,99.6,1,4,0,23,60,3,25,1,45,38,21,4000,10,0.358,183,153,0.248,14,4,0,4
105,0.723,0.338,96.4,2,8,2,43,128,11,30,13,57,89,21,3800,18,0.345,387,338,0.263,35,7,2,4
101,0.657,0.302,78.0,1,2,2,29,106,6,36,5,63,66,21,40000,19,0.308,357,303,0.218,30,7,4,9
85,0.664,0.314,83.9,0,0,0,18,57,2,19,8,47,41,21,3500,10,0.337,208,174,0.236,27,2,1,6
85,0.652,0.305,77.4,0,1,0,27,63,4,11,4,49,45,21,3000,10,0.302,199,180,0.25,13,2,4,0
66,0.701,0.342,100.6,0,0,0,7,28,0,9,2,14,25,21,2800,3,0.371,97,85,0.294,12,0,1,0
66,0.76,0.357,107.7,0,5,3,20,54,3,20,1,23,45,21,9000,7,0.393,173,147,0.306,11,0,0,5
